id,type,name,creator,starring,year,rating,time,genres,country,describle
70305930,Movie,The Hobbit: The Battle of the Five Armies,,"Ian McKellen, Martin Freeman, Richard Armitage",2014,TV-14,144 min,"Movies Based on Books ,Action & Adventure Movies ",United States,Bilbo and the dwarves come under a final attack as armies from across Middle-earth converge on the Lonely Mountain to claim Smaug's hoard of gold.
70307747,Movie,Once Upon a Time in Vietnam,,"Dustin Nguyen, Van Veronica Ngo, Roger Yuan",2013,TV-14,102 min,"Drama Movies ,Martial Arts Movies ,Action & Adventure Movies ,Social Issue Dramas",Vietnam,"Wandering the countryside, brooding warrior-monk Dao takes up arms to protect a village beleaguered by a crime boss. But Dao has his own past to face."
81266975,Movie,Fullmetal Alchemist The Revenge of Scar,,"Ryosuke Yamada, Tsubasa Honda, Dean Fujioka",2022,TV-PG,125 min,"Sci-Fi Movies ,Drama Movies ,Action & Adventure Movies",Japan,"In this sequel to the first feature film, the Elric brothers meet their toughest opponent yet — a lone serial killer with a large scar on his forehead."
80118543,Movie,Kingsglaive: Final Fantasy XV,,"Aaron Paul, Lena Headey, Sean Bean",2016,TV-14,115 min,"Adult Animation ,Sci-Fi Movies ,Action & Adventure Movies ",United States,King Regis of Lucis orders his Kingsglaive warriors to stop the army of Niflheim before it invades and steals the crystal that gives Lucis its power.
80067831,Movie,The 5th Wave,,"Chloë Grace Moretz, Nick Robinson, Ron Livingston",2016,TV-14,112 min,"Sci-Fi Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,"After four waves of destruction turn Earth into a wasteland, a teen desperate to find her brother teams with a stranger to prepare for the fifth."
81519291,Movie,Adipurush,,"Prabhas, Saif Ali Khan, Kriti Sanon",2023,TV-PG,177 min,"Movies Based on Books ,Action & Adventure Movies",India,"While serving a long exile, a righteous warrior prince sets out on an epic journey across land and sea to rescue his wife from a demon king."
81367834,Movie,Jade Dynasty,,"Xiao Zhan, Li Qin, Meng Meiqi",2019,TV-14,100 min,"Romantic Movies ,Movies Based on Books ,Action & Adventure Movies ",China,"In ancient China, a man gets closer to the truth behind the massacre of his village and parents when he comes in contact with a coveted weapon."
81017092,Movie,Along with the Gods: The Last 49 Days,,"Ha Jung-woo, Ju Ji-hoon, Kim Hyang-gi",2018,TV-14,141 min,"Drama Movies ,Action & Adventure Movies",South Korea,"While defending an unlikely soul, the afterlife Guardians investigate an elderly man who’s outstayed his time on Earth, and delve into their own past."
81004470,Movie,Animal World,,"Li Yifeng, Zhou Dongyu, Michael Douglas",2018,TV-14,130 min,Action & Adventure Movies,China,"An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host."
81322031,Movie,A Choo,,"Kai Ko, Ariel Lin, Darren Wang",2020,TV-14,101 min,"Romantic Movies ,Movies Based on Books ,Action & Adventure Movies ",China,"Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain."
80223731,Movie,FullMetal Alchemist,,"Ryosuke Yamada, Tsubasa Honda, Dean Fujioka",2017,TV-PG,135 min,"Sci-Fi Movies ,Drama Movies ,Action & Adventure Movies",Japan,"While alchemist Edward Elric searches for a way to restore his brother Al's body, the military government and mysterious monsters are watching closely."
80239593,Movie,The Monkey King 3,,"Xiao Shenyang, Gigi Leung, Him Law",2018,TV-14,113 min,"Martial Arts Movies ,Movies Based on Books ,Action & Adventure Movies ",China,The Monkey King and his companions are captured by a kingdom of women who believe the travelers' presence heralds the destruction of their world.
80133493,Movie,The Dark Tower,,"Idris Elba, Matthew McConaughey, Tom Taylor",2017,TV-14,94 min,"Movies Based on Books ,Action & Adventure Movies ",United States,"A teenager with psychic powers meets the last Gunslinger, who must stop a sorcerer from destroying the one thing that holds the universe together."
80242537,Movie,Detective K: Secret of the Living Dead,,"Kim Myung-min, Oh Dal-soo, Kim Ji-won",2018,TV-14,119 min,"Crime Movies ,Comedy Movies ,Mystery Movies ,Movies Based on Books ,Action & Adventure Movies",South Korea,The Joseon kingdom’s top detective Kim Min and his partner enlist the help of a formidable stranger when corpses are discovered with strange bite marks.
80119234,Movie,Bright,,"Will Smith, Joel Edgerton, Noomi Rapace",2017,TV-MA,117 min,"Crime Movies ,Action & Adventure Movies ",United States,"In an LA rife with interspecies tensions, a human cop and his orc partner stumble on a powerful object and become embroiled in a prophesied turf war."
81306306,Movie,The Seven Deadly Sins: Grudge of Edinburgh Part 2,,"Ayumu Murase, Koki Uchiyama, Yuki Kaji",2023,TV-14,54 min,"Action Anime ,Fantasy Anime ,Action & Adventure Movies ,Anime Movies",Japan,"Reunited with Lancelot for the first time since their tragic accident, Tristan must learn to conquer his inner demons in order to save his mother's life."
81640916,Movie,Project Wolf Hunting,,"Seo In-guk, Jang Dong-yoon, Choi Gwi-hwa",2022,TV-MA,117 min,"Sci-Fi Movies ,Horror Movies ,Action & Adventure Movies",South Korea,A cargo ship transporting a group of hostile inmates from the Philippines to South Korea erupts into chaos when they join forces to hijack the vessel.
70208599,Movie,The Amazing Spider-Man,,"Andrew Garfield, Emma Stone, Rhys Ifans",2012,TV-PG,136 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,"In this reboot of the hit superhero franchise, high schooler Peter Parker learns to wield his newfound powers while facing down arch-villain The Lizard."
81277430,Movie,Love and Monsters,,"Dylan O'Brien, Jessica Henwick, Michael Rooker",2021,TV-PG,109 min,"Family Movies ,Sci-Fi Movies ,Comedy Movies ,Action & Adventure Movies ,Teen Movies ",United States,"Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his ex."
81665916,Movie,Loi Bao,,"Cuong Seven, Nha Phuong, Hoang Son",2017,TV-14,113 min,"Sci-Fi Movies ,Drama Movies ,Action & Adventure Movies",Vietnam,"After being diagnosed with a terminal illness, a man goes through an experimental surgery and finds himself in possession of superhuman abilities."
81309354,Movie,The Adam Project,,"Ryan Reynolds, Mark Ruffalo, Jennifer Garner",2022,TV-PG,106 min,"Family Movies ,Sci-Fi Movies ,Comedy Movies ,Action & Adventure Movies ",United States,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future."
80016588,Movie,Chappie,,"Sharlto Copley, Hugh Jackman, Sigourney Weaver",2015,TV-14,120 min,"Sci-Fi Movies ,Crime Movies ,Action & Adventure Movies ",United States,"In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence."
81418302,Movie,New Gods: Nezha Reborn,,"Yang Tianxiang, Zhang He, Xuan Xiaoming",2021,TV-PG,110 min,"Adult Animation ,Action Anime ,Movies Based on Books ,Fantasy Anime ,Action & Adventure Movies ,Anime Movies ",China,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones."
81410810,Movie,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,,"Natsuki Hanae, Akari Kito, Hiro Shimono",2020,TV-14,116 min,"Action Anime ,Historical Anime ,Fantasy Anime ,Action & Adventure Movies ,Anime Movies",Japan,"With Kyojuro Rengoku, Tanjiro and the others board the Mugen Train to face a demon who traps his victims in dreams so sweet, they never want to wake up."
80149259,Movie,GANTZ:O,,"Daisuke Ono, M・A・O, Tomohiro Kaku",2016,TV-MA,95 min,"Action Anime ,Sci-Fi Movies ,Horror Movies ,Horror Anime ,Action & Adventure Movies ,Sci-Fi Anime ,Anime Movies",Japan,Teams of recently deceased people who've been revived and given high-tech weapons must cooperate to defeat an army of monsters in Tokyo and Osaka.
81094067,Movie,Space Sweepers,,"Song Joong-ki, Kim Tae-ri, Jin Sun-kyu",2021,TV-14,136 min,"Sci-Fi Movies ,Drama Movies ,Action & Adventure Movies",South Korea,"Chasing after space debris and faraway dreams in year 2092, four misfits unearth explosive secrets during the attempted trade of a wide-eyed humanoid."
81473627,Movie,Warriors of Future,,"Louis Koo, Sean Lau, Carina Lau",2022,TV-PG,101 min,"Sci-Fi Movies ,Drama Movies ,Action & Adventure Movies ",China,"When a meteor carrying a destructive plant strikes the world, a suicide squad is given hours to save their post-apocalyptic city from total collapse."
81439253,Movie,Mobile Suit Gundam Hathaway,,"Kensho Ono, Reina Ueda, Junichi Suwabe",2021,TV-14,96 min,"Action Anime ,Sci-Fi Movies ,Mecha & Cyborg Anime ,Movies Based on Books ,Action & Adventure Movies ,Sci-Fi Anime ,Anime Movies",Japan,"After Char’s rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate."
81263946,Movie,The Seven Deadly Sins: Cursed by Light,,"Yuki Kaji, Sora Amamiya, Misaki Kuno",2021,TV-PG,80 min,"Action Anime ,Fantasy Anime ,Action & Adventure Movies ,Anime Movies",Japan,Meliodas and his friends jump back into action when the new era of peace is threatened by a powerful magical alliance that could spell the end for all.
80218306,Movie,Rim of the World,,"Jack Gore, Miya Cech, Benjamin Flores Jr.",2019,TV-14,99 min,"Sci-Fi Movies ,Independent Movies ,Action & Adventure Movies ,Teen Movies ",United States,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
81037868,TV Show,The Witcher: Nightmare of the Wolf,,"Theo James, Mary McDonnell, Lara Pulver",2021,TV-MA,1h 23m,"Action Anime ,TV Shows Based on Books ,Anime Series ,Movies Based on Books ,Fantasy Anime ,Action & Adventure Movies ,Anime Movies ",United States,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past."
70301367,Movie,Jupiter Ascending,,"Mila Kunis, Channing Tatum, Sean Bean",2015,TV-14,127 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.
81408703,Movie,Cosmic Sin,,"Frank Grillo, Bruce Willis, Brandon Thomas Lee",2021,TV-MA,84 min,"Sci-Fi Movies ,Action & Adventure Movies ",United States,"In the year 2524, a disgraced retired general is called back into combat to help prevent an interstellar war against a hostile alien fleet."
81406611,Movie,Monster Run,,"Shawn Yue, Jessie Li, Kara Wai",2020,TV-PG,104 min,"Movies Based on Books ,Action & Adventure Movies ",China,"Jimo, an outcast who can see monsters, teams up with a monster hunter to fight evil forces and soon discovers her greater calling."
81555916,Movie,The Characters of the Continent,,"Henry Cavill, Anya Chalotra, Freya Allan",2021,TV-MA,9 min,"Drama Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,"With the cast and creator as your guides, explore the world of Elves, Dwarves, Mages and Witchers with behind-the-scenes footage, interviews and more."
81198900,Movie,F9: The Fast Saga,,"Vin Diesel, Michelle Rodriguez, Tyrese Gibson",2021,TV-14,142 min,"Crime Movies ,Action & Adventure Movies ",United States,Dominic Toretto and the crew race to foil a civilization-threatening plot led by an elite criminal — who also happens to be Dom's own brother.
80124486,Movie,xXx: Return of Xander Cage,,"Vin Diesel, Donnie Yen, Samuel L. Jackson",2017,TV-PG,107 min,Action & Adventure Movies,United States,"Xander Cage returns from his self-imposed exile to help the CIA retrieve Pandora's box, a device that can turn satellites into warheads."
81161626,Movie,Red Notice,,"Dwayne Johnson, Ryan Reynolds, Gal Gadot",2021,TV-PG,118 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies ",United States,An FBI profiler pursuing the world's most wanted art thief becomes his reluctant partner in crime to catch an elusive crook who's always one step ahead.
70230088,Movie,The Expendables 2,,"Sylvester Stallone, Jason Statham, Jet Li",2012,TV-14,102 min,Action & Adventure Movies,United States,"The team reunites for a simple mission, but when a comrade is killed on the job, payback becomes top priority — even in the face of deadly threats."
80179070,Movie,Alpha,,"Kodi Smit-McPhee, Leonor Varela, Jóhannes Haukur Jóhannesson",2017,TV-PG,96 min,"Family Movies ,Drama Movies ,Action & Adventure Movies ",United States,"During the last Ice Age, a boy forges a transformative bond with a wolf and treks through an unforgiving landscape to reunite with his tribe."
80210715,Movie,Robin Hood,,"Taron Egerton, Jamie Foxx, Ben Mendelsohn",2018,TV-14,116 min,"Period Pieces ,Action & Adventure Movies ",United States,A war-weary thief masquerades as a frivolous playboy while secretly leading a revolt against the wicked Sheriff of Nottingham.
70295061,Movie,Noah,,"Russell Crowe, Jennifer Connelly, Ray Winstone",2014,TV-14,137 min,"Drama Movies ,Action & Adventure Movies ",United States,"After a pious man receives a vision of an apocalyptic flood sent by God, he begins building an ark large enough for his family and pairs of every animal."
80218455,Movie,Guillermo del Toro’s Pinocchio,,"Ewan McGregor, David Bradley, Gregory Mann",2022,TV-Y7,121 min,"Family Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,Oscar-winning filmmaker Guillermo del Toro reinvents the classic story of a wooden puppet brought to life in this stunning stop-motion musical tale.
81038963,Movie,The Old Guard,,"Charlize Theron, KiKi Layne, Marwan Kenzari",2020,TV-MA,125 min,"Movies Based on Books ,Action & Adventure Movies ",United States,Four undying warriors who've secretly protected humanity for centuries become targeted for their mysterious powers just as they discover a new immortal.
81438065,Movie,The Ice Road,,"Liam Neeson, Marcus Thomas, Laurence Fishburne",2021,TV-14,108 min,Action & Adventure Movies,United States,"To save a team of miners trapped underground, a down-on-his-luck ice road trucker joins a mission across treacherous terrain to deliver rescue equipment."
80064516,Movie,The Revenant,,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson",2015,TV-MA,156 min,"Drama Movies ,Period Pieces ,Movies Based on Real Life ,Action & Adventure Movies ",United States,"In the 1820s, a fur trapper struggles for survival to exact retribution against a ruthless mercenary who left him to die along the Missouri River."
81010971,Movie,Ad Astra,,"Brad Pitt, Tommy Lee Jones, Ruth Negga",2019,TV-PG,123 min,"Sci-Fi Movies ,Drama Movies ,Action & Adventure Movies ",United States,An astronaut's journey to Mars becomes an arduous mission to reach his missing father and a quest for answers in space — and within himself.
80039517,Movie,The Ridiculous 6,,"Adam Sandler, Terry Crews, Jorge García",2015,TV-14,120 min,"Comedy Movies ,Westerns ,Action & Adventure Movies ",United States,"When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had."
80046309,Movie,Everest,,"Jason Clarke, Jake Gyllenhaal, Josh Brolin",2015,TV-PG,121 min,"Drama Movies ,Movies Based on Real Life ,Action & Adventure Movies",United Kingdom,"In 1996, rival mountaineering teams attempt to scale Mount Everest, but when a blizzard hits the summit, the climbers must fight to stay alive."
81460361,Movie,The Last Kingdom: Seven Kings Must Die,,"Alexander Dreymon, Harry Gilby, Mark Rowley",2023,TV-MA,111 min,"Drama Movies ,Movies Based on Books ,Period Pieces ,Action & Adventure Movies",United Kingdom,"In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last."
81054619,Movie,True Spirit,,"Teagan Croft, Cliff Curtis, Anna Paquin",2023,TV-Y7,109 min,"Family Movies ,Kids & Family Movies ,Drama Movies ,Movies Based on Books ,Movies Based on Real Life ,Action & Adventure Movies ,Teen Movies",Australia,A tenacious Australian teen chases her dreams — and faces her fears — as she sets out to become the youngest person to sail solo around the world.
81115160,Movie,Against The Ice,,"Nikolaj Coster-Waldau, Joe Cole, Heida Reed",2022,TV-PG,103 min,"Drama Movies ,Movies Based on Books ,Period Pieces ,Movies Based on Real Life ,Action & Adventure Movies",Denmark,"Exploring Greenland's vast landscape for a lost map, two men must fight to survive. Based on the true story of Denmark's 1909 polar expedition."
81277950,Movie,Enola Holmes,,"Millie Bobby Brown, Henry Cavill, Sam Claflin",2020,TV-PG,124 min,"Family Movies ,Drama Movies ,Mystery Movies ,Movies Based on Books ,Period Pieces ,Action & Adventure Movies ",United States,"While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord."
81406219,Movie,Enola Holmes 2,,"Millie Bobby Brown, Henry Cavill, David Thewlis",2022,TV-14,130 min,"Drama Movies ,Mystery Movies ,Movies Based on Books ,Period Pieces ,Action & Adventure Movies ,Social Issue Dramas ",United States,"Enola takes on her first official case as a detective, but to solve the mystery of a missing girl, she'll need help from friends — and brother Sherlock."
81716244,Movie,Face Off 3: Imperfect Trio,,"Pornnappan Pornpenpipat, Kieu Minh Tuan, Huy Khanh",2018,TV-PG,102 min,"Comedy Movies ,Action & Adventure Movies",Vietnam,"Abandoned as children, three friends with disabilities find fame on TV — leading them on an adventure to find the mother who left one of them behind."
81616947,Movie,Land Of Spirits: The Blind Shaman,,"Huynh Lap, Dai Nghia, Viet Huong",2019,TV-PG,120 min,"Comedy Movies ,Horror Movies ,Action & Adventure Movies",Vietnam,"Stricken by a mysterious blindness, shaman Tinh Lam sets out on a transformative quest to recover his eyesight and discover the true meaning of life."
70299203,Movie,Sword of the Assassin,,"Huynh Dong, Midu, Khuong Ngoc",2012,TV-14,103 min,"Drama Movies ,Martial Arts Movies ,Movies Based on Books ,Period Pieces ,Action & Adventure Movies",Vietnam,"Martial arts expert Nguyen Vu vows to have his revenge on the cruel empress Thai Hau, who's responsible for the beheading of his entire family. Joined by lethal swordswoman Hoa Xuan, Vu takes on the palace guards in a bloody fight to the finish."
81336431,Movie,The Pirates: The Last Royal Treasure,,"Kang Ha-neul, Han Hyo-joo, Lee Kwang-soo",2022,TV-14,127 min,"Comedy Movies ,Action & Adventure Movies",South Korea,"A gutsy crew of Joseon pirates and bandits battle stormy waters, puzzling clues and militant rivals in search of royal gold lost at sea."
81220405,Movie,Trang Quynh,,"Quoc Anh, Nha Phuong, Tran Thanh",2019,TV-PG,93 min,"Comedy Movies ,Action & Adventure Movies",Vietnam,A clever prankster attempts to exonerate his beloved teacher from a troubling conviction that involves a wily bureaucrat.
81632944,Movie,Satria Dewa: Gatotkaca,,"Rizky Nazar, Yasmin Napper, Yayan Ruhian",2022,TV-PG,129 min,"Drama Movies ,Action & Adventure Movies",Indonesia,"Legends collide as young Yuda wrestles with his newfound godlike powers, defending his world in an endless battle against ancient and powerful evils."
81497215,Movie,Minnal Murali,,"Tovino Thomas, Guru Somasundaram, Aju Varghese",2021,TV-PG,159 min,"Drama Movies ,Comedy Movies ,Action & Adventure Movies",India,"A tailor gains special powers after being struck by lightning, but must take down an unexpected foe if he is to become the superhero his hometown needs."
81335928,Movie,Super Me,,"Darren Wang, Song Jia, Cao Bingkun",2021,TV-14,103 min,"Drama Movies ,Action & Adventure Movies ",China,A struggling screenwriter discovers his lucrative ability to bring antiques from his dreams into the real world — but his new life soon unravels.
80097424,Movie,The Space Between Us,,"Gary Oldman, Asa Butterfield, Carla Gugino",2016,TV-PG,120 min,"Sci-Fi Movies ,Romantic Movies ,Action & Adventure Movies ",United States,"After years of limited contact with Earth, an inquisitive teen who lives on Mars makes an interplanetary trek to discover his own origins."
81367829,Movie,Dream Journey 3: The Land of Many Perfumes,,"Zhang Tianqi, Fan Rui, Xu Minghu",2017,TV-14,99 min,"Comedy Movies ,Movies Based on Books ,Action & Adventure Movies ",China,"After arriving at the Kingdom of Women, Tang Seng falls in love with its ruler and decides to make a noble sacrifice."
81418617,Movie,Happiness for Beginners,,"Ellie Kemper, Luke Grimes, Nico Santos",2023,TV-14,103 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,"At a crossroads after her divorce, a schoolteacher ventures toward a fresh start in life — and love — when she signs up for a grueling group hiking trip."
81500432,Movie,Mr. Car and the Knights Templar,,"Mateusz Janicki, Sandra Drzymalska, Maria Dębska",2023,TV-PG,110 min,"Family Movies ,Movies Based on Books ,Action & Adventure Movies",Poland,"When an art historian finds an ancient Templar cross, he must join forces with an unlikely group of adventurers on a quest to unlock the relic's secrets."
81001281,Movie,Bill & Ted Face the Music,,"Keanu Reeves, Alex Winter, Kristen Schaal",2020,TV-PG,91 min,"Sci-Fi Movies ,Comedy Movies ,Action & Adventure Movies ",United States,Middle-aged best buds Bill and Ted travel to the future to find the song they wrote that will unite humanity and save reality.
80077238,Movie,Ben-Hur,,"Jack Huston, Morgan Freeman, Rodrigo Santoro",2016,TV-14,123 min,"Drama Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,"Years after his unjust banishment into slavery by a Roman officer who is also his adopted brother, a prince of Judea returns home seeking revenge."
80091936,Movie,Okja,,"Tilda Swinton, Jake Gyllenhaal, An Seo-hyun",2017,TV-14,121 min,"Drama Movies ,Comedy Movies ,Action & Adventure Movies ,Social Issue Dramas ",United States,"A gentle giant and the girl who raised her are caught in the crossfire between animal activism, corporate greed and scientific ethics."
81439550,Movie,The Summit of the Gods,,"Lazare Herson-Macarel, Éric Herson-Macarel, Damien Boisseau",2021,TV-PG,95 min,"Adult Animation ,Drama Movies ,Movies Based on Books ,Action & Adventure Movies",France,A photojournalist’s obsessive quest for the truth about the first expedition to Mt. Everest leads him to search for an esteemed climber who went missing.
80104130,Movie,Jagga Jasoos,,"Ranbir Kapoor, Katrina Kaif, Saurabh Shukla",2017,TV-PG,155 min,"Bollywood Movies ,Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Action & Adventure Movies",India,"An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side."
81193796,Movie,Indoo Ki Jawani,,"Kiara Advani, Aditya Seal, Mallika Dua",2020,TV-PG,114 min,"Bollywood Movies ,Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Action & Adventure Movies",India,"A spirited but naive young woman seeks a one-night stand, but after discovering her date’s real identity, things quickly go from casual to complicated."
80194671,Movie,The Climb,,"Ahmed Sylla, Alice Belaïdi, Kevin Razy",2017,TV-PG,105 min,"Romantic Comedy Movies ,Drama Movies ,Comedy Movies ,Romantic Movies ,Movies Based on Books ,Movies Based on Real Life ,Action & Adventure Movies",France,A young Senegalese-French man from humble roots sets out to climb Mount Everest to impress the woman he loves -- and slowly becomes a media sensation.
80162197,Movie,Offline – Das Leben ist kein Bonuslevel,,"Moritz Jahn, Mala Emde, Ugur Ekeroglu",2016,TV-PG,88 min,"Comedy Movies ,Action & Adventure Movies",Germany,Competitive gamer Jan finds his life thrown for a loop when his bitter rival hacks his identity just before a high-stakes tournament.
81602987,Movie,Super Senior Heroes,,"Bhagyaraj, Ambika, Manobala",2020,TV-PG,139 min,"Drama Movies ,Comedy Movies ,Action & Adventure Movies ",India,"To impress his grandson, a widower forms a pretend superhero league with his friends, but they must unexpectedly take real action when trouble arises."
81597206,Movie,Ben & Jody,,"Chicco Jerikho, Rio Dewanto, Hana Malasan",2022,TV-MA,113 min,"Drama Movies ,Movies Based on Books ,Action & Adventure Movies",Indonesia,Two best friends band together with a group of villagers to fight back against treacherous illegal loggers attempting to take away their land.
80103475,Movie,Nerve,,"Emma Roberts, Dave Franco, Juliette Lewis",2016,TV-PG,96 min,"Crime Movies ,Thriller Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,"An online game of truth or dare turns deadly for a newbie player who assumed she was signing up for harmless fun. Now, the only way out is to win."
81319137,TV Show,Ranveer vs Wild with Bear Grylls,,"Ranveer Singh, Bear Grylls",2022,TV-14,1h 10m,"Reality TV ,Action & Adventure Movies",India,"Click through this interactive special, helping superstar Ranveer Singh and adventurer Bear Grylls brave the Serbian wilderness to find a rare flower."
81424365,Movie,The Knight and the Princess,,"Medhat Saleh, Mohamed Henedi, Donia Samir Ghanim",2019,TV-PG,96 min,"Adult Animation ,Middle Eastern Movies ,Action & Adventure Movies ,Musicals",Egypt,"A fictional account of the heroic quests of a 7th-century knight, from rescuing hostages abducted by pirates in the Indian Sea to taking on a tyrant."
81696792,Movie,Bear Man,,"Park Sung-woong, Choi Min-soo, Oh Dal-soo",2023,TV-MA,97 min,"Comedy Movies ,Action & Adventure Movies",South Korea,"In this comic take on the Dangun myth, twin bear cubs transform into human brothers who wind up on opposite sides of the law as a cop and a criminal."
81689962,Movie,Marry My Dead Body,,"Greg Hsu, Austin Lin, Gingle Wang",2023,TV-MA,129 min,"LGBTQ+ Movies ,Drama Movies ,Comedy Movies ,Action & Adventure Movies ",China,"After finding an odd envelope, Policeman Ming-han's life takes a spooky turn: He's now wed to a ghost husband, and they must solve a crime together."
81591199,Movie,Extremely Easy Job,,"Hua Vi Van, Tien Luat, Thu Trang",2022,TV-14,117 min,"Comedy Movies ,Action & Adventure Movies",Vietnam,A retired policeman and a team of neighborhood misfits use a restaurant as a front to capture an elusive crime boss.
81168885,Movie,Extreme Job,,"Ryu Seung-ryong, Lee Hanee, Jin Sun-kyu",2019,TV-14,111 min,"Comedy Movies ,Action & Adventure Movies",South Korea,A narcotics unit takes over a restaurant near a gang's hideout when the food they sold to keep their cover turns into the next big chicken franchise.
81464329,Movie,Zom 100: Bucket List of the Dead,,"Eiji Akaso, Mai Shiraishi, Shuntaro Yanagi",2023,TV-MA,129 min,"Comedy Movies ,Horror Movies ,Action & Adventure Movies",Japan,"Bullied by his boss, worked around the clock, he's nothing more than a corporate drone. All it takes is a zombie outbreak for him to finally feel alive!"
81241364,Movie,The Hitman's Wife's Bodyguard,,"Ryan Reynolds, Samuel L. Jackson, Salma Hayek",2021,TV-MA,99 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies ",United States,"Bodyguard Michael Bryce is thrown in with hitman Darius Kincaid and wife Sonia as they get sucked into a global plot in this wild, over-the-top comedy."
81511779,Movie,Bullet Train,,"Brad Pitt, Joey King, Aaron Taylor-Johnson",2022,TV-MA,126 min,"Crime Movies ,Comedy Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,Five assassins board a Japanese bullet train bound for Kyoto and come to discover that their seemingly separate missions are mysteriously linked.
70208247,Movie,21 Jump Street,,"Jonah Hill, Channing Tatum, Brie Larson",2012,TV-MA,109 min,"Comedy Movies ,Action & Adventure Movies ",United States,Two rookie cops go from park duty to prom when they’re given a big assignment: Bust a drug ring by going undercover as high school students.
81238548,Movie,"Masculine Old Man, Beauty and Gangsters",,"Hoai Linh, Toc Tien, Thuong Tin",2015,TV-14,91 min,"Comedy Movies ,Action & Adventure Movies",Vietnam,"Fueled by regret, a crusty hustler searches for his long-lost wife but gets sidetracked when he crosses paths with a DJ and a gangster from his past."
81507232,Movie,THE FABLE: The Killer Who Doesn't Kill,,"Junichi Okada, Fumino Kimura, Shinichi Tsutsumi",2021,TV-14,131 min,"Comedy Movies ,Action & Adventure Movies",Japan,"While trying to live a normal life, a deadly assassin must somehow protect a young woman and confront a man bent on revenge — without killing anyone!"
80119311,Movie,The Hitman’s Bodyguard,,"Ryan Reynolds, Samuel L. Jackson, Gary Oldman",2017,TV-MA,113 min,"Comedy Movies ,Action & Adventure Movies ",United States,"A ""boring is best"" bodyguard must ensure a star witness -- who happens to be a volatile assassin -- stays alive to testify against a brutal dictator."
80232655,Movie,Shaft,,"Samuel L. Jackson, Jessie T. Usher, Regina Hall",2019,TV-MA,111 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies ",United States,"When the son he doesn't know comes to him for help, badass private eye John Shaft discovers his offspring is anything but a chip off the old block."
81186234,Movie,The Out-Laws,,"Adam Devine, Pierce Brosnan, Ellen Barkin",2023,TV-MA,97 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Action & Adventure Movies ",United States,"When the bank Owen manages gets robbed just days before his wedding, the evidence all points in one incredibly awkward direction: his future in-laws."
81670615,Movie,"Bua Pun, Beauty and the Blade",,"Anne Thongprasom, Kanawut Traipipattanapong, Apaporn Nakornsawan",2022,TV-MA,110 min,"Comedy Movies ,Action & Adventure Movies",Thailand,"When a violent gang threatens her hometown, Bua — a brave young woman with extraordinary abilities — must step up to protect her village's treasure."
80142090,Movie,Baby Driver,,"Ansel Elgort, Kevin Spacey, Lily James",2017,TV-MA,113 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies ",United States,"Smooth-faced getaway driver Baby is a music junkie in deep with a bad dude. He's got just one job left, but it's all about to go sideways."
